26,What type of fan originated in China?,"Among the technological accomplishments of China were, according to the British scholar Needham, early seismological detectors (Zhang Heng in the 2nd century), the water-powered celestial globe (Zhang Heng), matches, the independent invention of the decimal system, dry docks, sliding calipers, the double-action piston pump, cast iron, the blast furnace, the iron plough, the multi-tube seed drill, the wheelbarrow, the suspension bridge, the winnowing machine, the rotary fan, the parachute, natural gas as fuel, the raised-relief map, the propeller, the crossbow, and a solid fuel rocket, the multistage rocket, the horse collar, along with contributions in logic, astronomy, medicine, and other fields.",0
27,What newspapers have published opinion pieces expressing support for Puerto Rico's statehood?,"The Washington Post, The New York Times and the Boston Herald have published opinion pieces expressing support for the statehood of Puerto Rico.",0
28,Where are the most notable differences between a carrier and a land runway found?,"Creating such a surface at sea poses constraints on the carrier – for example, the fact that it is a ship means that a full-length runway would be costly to construct and maintain.",1
29,What organization did Arafat belong to?,"He funded the Black September Organization who perpetrated the 1972 Munich massacre of Israeli athletes in West Germany, and had the killed militants' bodies flown to Libya for a hero's funeral.",1
30,Why was United Stated excluded from League of Nations Council?,"However, the Council began with only four permanent members—the United Kingdom, France, Italy, and Japan—because the United States, meant to be the fifth permanent member, left because the US Senate voted on 19 March 1920 against the ratification of the Treaty of Versailles, thus preventing American participation in the League.",0
31,Was the Latin word for poultry also used to decribe other small animals as opposed to any poulty?,"Poultry also includes other birds that are killed for their meat, such as the young of pigeons (known as squabs) but does not include similar wild birds hunted for sport or food and known as game.",1
32,Upon what are kings of Scots coronated?,"King Edward's Chair (or St Edward's Chair), the throne on which English and British sovereigns have been seated at the moment of coronation, is housed within the abbey and has been used at every coronation since 1308.",1
33,What year was The National Historical Publications and Records Commission established?,"Since 1964, the NHPRC has awarded some 4,500 grants.",0
34,What is another term for the Omnipotence paradox?,"A being that is not omnipotent, though, is not God, according to many theological models.",1
35,When did immunology start to become codified as a scientific theory?,"Many other ancient societies have references to this phenomenon, but it was not until the 19th and 20th centuries before the concept developed into scientific theory.",0
36,What are several of the gates backed policies,"Several Gates-backed policies such as small schools, charter schools, and increasing class sizes have been expensive and disruptive, but some studies indicate they have not improved educational outcomes and may have caused harm.",0
37,How many directions does the E-plane of the radio waves oscillates back and forth?,Polarization is the sum of the E-plane orientations over time projected onto an imaginary plane perpendicular to the direction of motion of the radio wave.,1
38,What isn't it easy to determine about clothing?,"There is no easy way to determine when clothing was first developed, but some information has been inferred by studying lice.",0
39,Who performed a study that showed the similarirty of imaginging doing something and then later remembering actually doing that task?,Findings revealed that those participants who repeatedly imagined performing such an act were more likely to think that they had actually performed that act during the first session of the experiment.,1
40,Who funds The Northwestern Interdisciplinary Law Review?,The journal is funded by the Buffett Center for International and Comparative Studies and the Office of the Provost.,0
41,Who killed François Darlan?,Darlan was assassinated on December 24 by Fernand Bonnier de La Chapelle.,0
42,Where did we find proof of his existence?,"It was either a small republic, in which case his father was an elected chieftain, or an oligarchy, in which case his father was an oligarch.",1
43,"At this time, what type of players were added to Barcelona?","After the disappointment of the Gaspart era, the combination of a new young president, Joan Laporta, and a young new manager, former Dutch and Milan star Frank Rijkaard, saw the club bounce back.",1
44,What is another alternative for power for an external hard and optical disk drive?,"Such devices can use an external power supply, which is allowed by the standard, or use a dual-input USB cable, one input of which is used for power and data transfer, the other solely for power, which makes the device a non-standard USB device.",0
45,Which Notre Dame alum from the College of Science won a Nobel Prize?,"A number of university heads are alumni, including Notre Dame's current president, the Rev. John Jenkins.",1
46,When did the lodges without prior authorisations apply to be recognized?,"Other lodges in the colony obtained authorisations from the later Antient Grand Lodge of England, the Grand Lodge of Scotland, and the Grand Lodge of Ireland, which was particularly well represented in the travelling lodges of the British Army.",1
47,"Where did Napoleon III meet Victoria and Albert, before accompanying them to Paris?",Napoleon III met the couple at Dunkirk and accompanied them to Paris.,0
48,What did the treaty give to the Russians?,"In exchange for territory and trading rights, the Qing would have a free hand dealing with the situation in Mongolia.",0
49,What was the predominant educational psychology from the 1750s onward?,"The predominant educational psychology from the 1750s onward, especially in northern European countries was associationism, the notion that the mind associates or dissociates ideas through repeated routines.",0
50,What was the guiding ideal of translators throughout the 18th century?,"They cheerfully assumed that their own style of expression was the best, and that texts should be made to conform to it in translation.",1
51,When was the autonomy of the municipalities eliminated?,"While the Federal District was ruled by the federal government through an appointed governor, the municipalities within it were autonomous, and this duality of powers created tension between the municipalities and the federal government for more than a century.",1
52,The Old Charges are dated from when to when?,"Alluding to the membership of a lodge of operative masons, they relate a mythologised history of the craft, the duties of its grades, and the manner in which oaths of fidelity are to be taken on joining.",1
53,What were the Pan-Slavic colors originally?,"Initially these were the colors of the Russian flag; as the Slavic movement grew, they were adopted by other Slavic peoples including Slovaks, Slovenes, and Serbs.",0
54,"Who stated that ""All politics reduces itself to this formula: try to be one of three, as long as the world is governed by the unstable equilibrium of five great powers.?""","Of the five original great powers recognised at the Congress of Vienna, only France and the United Kingdom have maintained that status continuously to the present day, although France was defeated in the Franco-Prussian War and occupied during World War II.",1
55,"By the late 7th century, what was a main function of Lundenwic?","By about 680, it had revived sufficiently to become a major port, although there is little evidence of large-scale production of goods.",0
56,What is the shape of Southside Speedway?,"oval short-track has become known as the ""Toughest Track in the South"" and ""The Action Track"", and features weekly stock car racing on Friday nights.",0
57,The Rodo Park and the Estadio Gran Parque Central serves as poles of what?,"In that decade the city expanded quickly: new neighbourhoods were created and many separate settlements were annexed to the city, among which were the Villa del Cerro, Pocitos, the Prado and Villa Colón.",1
58,How many years were the Sumerian city-states at war?,The almost constant wars among the Sumerian city-states for 2000 years helped to develop the military technology and techniques of Sumer to a high level.,0
59,Give three examples of target organisms of pesticides.,"Plant-derived pesticides, or ""botanicals"", have been developing quickly.",1
60,"What was referred to as ""food factor X""?","Also in 1922, H.M. Evans and L.S. Bishop discover vitamin E as essential for rat pregnancy, originally calling it ""food factor X"" until 1925.",0
61,On what network did Turner Entertainment's film library air prior to the creation of TCM?,"Before the creation of Turner Classic Movies, films from Turner's library of movies aired on the Turner Broadcasting System's advertiser-supported cable network TNT – along with colorized versions of black-and-white classics such as The Maltese Falcon.",0
62,What traditional Arsenal colors have frequently been employed for away kits?,"During this period the designs have been either all blue designs, or variations on the traditional yellow and blue, such as the metallic gold and navy strip used in the 2001–02 season, the yellow and dark grey used from 2005 to 2007, and the yellow and maroon of 2010 to 2013.",0
63,How does Spielberg feel about cutscenes in games?,"Spielberg played many of LucasArts adventure games, including the first Monkey Island games.",1
64,Critics criticize what type of validity of the term 'intellectual property'?,"Many detractors think this term specially serves the doctrinal agenda of parties opposing reform in the public interest or otherwise abusing related legislations; and that it disallows intelligent discussion about specific and often unrelated aspects of copyright, patents, trademarks, etc.",1
65,What do landside areas include?,Access from landside areas to airside areas is tightly controlled at most airports.,1
66,What country has the dog as part of its 12 animals that represent years?,"In Asian countries such as China, Korea, and Japan, dogs are viewed as kind protectors.",0
67,who was the resident DJ at The Warehouse in Chicago?,"Clubbers to The Warehouse were primarily black and gay, who came to dance to music played by the club's resident DJ Frankie Knuckles, whom fans refer to as the ""godfather of house"".",0
68,When did the Mildred Lane Kemper Art Museum changed locations?,"The Mildred Lane Kemper Art Museum, established in 1881, is one of the oldest teaching museums in the country.",1
69,What has God provided to Jehovah's Witnesses?,Some publications also claimed that God has used Jehovah's Witnesses and the International Bible Students as a modern-day prophet.[note 5] Jehovah's Witnesses' publications have made various predictions about world events they believe were prophesied in the Bible.,1
70,How was the first listing limited in what species were listed?,"It included only vertebrates because the Department of Interior's definition of ""fish and wildlife"" was limited to vertebrates.",0
71,Who coined the term prime minister?,The first actual usage of the term prime minister or Premier Ministre[citation needed] was used by Cardinal Richelieu when in 1625 he was named to head the royal council as prime minister of France.,0
72,Which two coastal regions are now major tourist destinations?,"Galicia was late to catch the tourism boom that has swept Spain in recent decades, but the coastal regions (especially the Rías Baixas and Santiago de Compostela) are now significant tourist destinations and are especially popular with visitors from other regions in Spain, where the majority of tourists come from.",0
73,A section of 155th Street connects Harlem River Drive and what Avenue?,"A separate, unconnected section of 155th Street runs under the viaduct, connecting Bradhurst Avenue and the Harlem River Drive.",0
74,"In 2001, what organization accused UNFPA of sharing office space with Chinese family planning officials?","""We located the family planning offices, and in that family planning office, we located the UNFPA office, and we confirmed from family planning officials there that there is no distinction between what the UNFPA does and what the Chinese Family Planning Office does,"" said Scott Weinberg, a spokesman for PRI.",1
75,What year did the King's brother die in service?,"It makes me feel we can look the East End in the face"".",1
76,What was the market share of OS X in North America by March 2011?,"Soaring sales of the iPhone and iPad mean that the portion of Apple's profits represented by the Macintosh has declined in 2010, dropping to 24% from 46% two years earlier.",1
77,Why would an author utilize experimental narratives in literature?,"Literary techniques encompass a wide range of approaches to crafting a work: whether a work is narrated in first-person or from another perspective, whether to use a traditional linear narrative or a nonlinear narrative, or the choice of literary genre, are all examples of literary technique.",1
78,"Along with the Ukrainian Soviet Socialist Republic and Byelorussian Soviet Socialist Republic, what state joined Russia to form the Soviet Union?","On December 30, 1922, the First Congress of the Soviets of the USSR approved the Treaty on the Creation of the USSR, by which Russia was united with the Ukrainian Soviet Socialist Republic, Byelorussian Soviet Socialist Republic, and Transcaucasian Soviet Federal Socialist Republic into a single federal state, the Soviet Union.",0
79,What is on the background of the image which can be used as a scale to represent the size of the mechanism?,"In this case, the orchestra lift is powerful enough to raise an entire orchestra, or an entire cast of performers (including live elephants) up to stage level from below.",1
80,Which interpretation of the rule of law is less commonly used?,"The ""formal"" interpretation is more widespread than the ""substantive"" interpretation.",0
81,What type of monkey is only found in parts of Nigeria and Cameroon?,"The area of southern Nigeria between the Niger and the Cross Rivers has lost most of its forest because of development and harvesting by increased population, with it being replaced by grassland (see Cross-Niger transition forests).",1
82,Campaign spending and what fell after the Post stopped publishing?,"Schulhofer-Wohl and Garrido found that the year after the Cincinnati Post closed in 2007, ""fewer candidates ran for municipal office in the Kentucky suburbs most reliant on the Post, incumbents became more likely to win reelection, and voter turnout and campaign spending fell.",0
83,Which term is defined as one's thoughts and feelings about one's self-concept and identity?,Self-esteem is defined as one's thoughts and feelings about one's self-concept and identity.,0
84,What language does the General Council want to promote?,"Nevertheless, on 10 December 2007, the General Council of the Pyrénées-Orientales officially recognized Catalan as one of the languages of the department and seeks to further promote it in public life and education.",0
85,When did non-avian dinosaurs become extinct?,The line following the stem group Sphenacodontia split-off several diverse groups of non-mammalian synapsids—sometimes referred to as mammal-like reptiles—before giving rise to the proto-mammals (Therapsida) in the early Mesozoic era.,1
86,Why is it more economical for scientists to study a small number of species?,"This was facilitated by the severely reduced state of their genomes, but as many genes, introns, and linkages lost, these ecdysozoans can teach us little about the origins of animals in general.",1
87,"What's the name of the now-discontinued accessory manufactured by Apple, that connected via the iPod's dock connector?","Apple sells a few accessories, such as the now-discontinued iPod Hi-Fi, but most are manufactured by third parties such as Belkin and Griffin.",0
88,Where did Beatrice meet and fall in love with Prince Henry?,"The following month, Victoria's youngest child, Beatrice, met and fell in love with Prince Henry of Battenberg at the wedding of Victoria's granddaughter Princess Victoria of Hesse and by Rhine to Henry's brother Prince Louis of Battenberg.",0
89,How many policemen does the French government pay for on St. Barts?,"St. Barthélemy became an overseas territory of the European Union on 1 January 2012, but the island's inhabitants remain French citizens with EU status holding EU passports.",1
90,Akkadian's language can be traced to the Semitic branch of what languages?,There have been many failed attempts to connect Sumerian to other language groups.,1
91,"""Charleston's Provincialisms"" was published in what year?","Sylvester Primer of the College of Charleston wrote about aspects of the local dialect in his late 19th-century works: ""Charleston Provincialisms"" (1887)  and ""The Huguenot Element in Charleston's Provincialisms"", published in a German journal.",0
92,Who was a former Ottoman high-ranking officer?,"The demise of the political Near East now left a gap where it had been, into which stepped the Middle East.",1
93,Did MCA produce the disc or the players after being bought out?,Philips produced the players while MCA produced the discs.,0
94,What railway line is DC being used in Portugal?,"In Slovakia, there are two narrow-gauge lines in the High Tatras (one a cog railway).",1
95,What type ratings did securities first in line receive from rating agencies?,Those securities first in line received investment-grade ratings from rating agencies.,0
96,What classes in the 16th century sneered at the pronunciation of Dutch by rural people?,"Now, however, in his opinion, the newly affluent and independent women can afford to let that natural development take place in their speech.",1
97,"According to Hayek, limited governemnt power through the rule of law does not do what to people?","Hayek proposed that under the Rule of Law individuals would be able to make wise investments and future plans with some confidence in a successful return on investment when he stated: ""under the Rule of Law the government is prevented from stultifying individual efforts by ad hoc action.",1
98,What did Victoria wear upon her death in her coffin?,"In 1897, Victoria had written instructions for her funeral, which was to be military as befitting a soldier's daughter and the head of the army, and white instead of black.",1
99,What was the first noteworthy confrontation between Napoleon and the Archduke Charles?,"In the first notable encounter between the two commanders, Napoleon pushed back his opponent and advanced deep into Austrian territory after winning at the Battle of Tarvis in March 1797.",0
100,Where was John crowned?,"John was supported by the bulk of the English and Norman nobility and was crowned at Westminster, backed by his mother, Eleanor.",0
101,Who repeats Aristotle's observations?,Aristotle noted that cranes traveled from the steppes of Scythia to marshes at the headwaters of the Nile.,1
102,How many troops did Qatar send to Libya?,"Ignoring this, Qatar sent hundreds of troops to support the dissidents, and along with France and the United Arab Emirates provided the NTC with weaponry and training.",0
103,How do people who are in favor of affirmative action view it?,"Furthermore, those in favor of affirmative action see it as an effort towards inclusion rather than a discriminatory practice.",0
104,When did the U.S. Sixth Army land on the eastern shore of Leyte?,"On 20 October 1944 the U.S. Sixth Army, supported by naval and air bombardment, landed on the favorable eastern shore of Leyte, north of Mindanao.",0
105,The Nipponzan Myohoji decided to build a Peace Pagoda in new Delhi in what year?,"In 2007, the Japanese Buddhist organisation Nipponzan Myohoji decided to build a Peace Pagoda in the city containing Buddha relics.",0
106,What field of study has hydrogen and it's properties played a key role in development?,"As the only neutral atom for which the Schrödinger equation can be solved analytically, study of the energetics and bonding of the hydrogen atom has played a key role in the development of quantum mechanics.",0
107,What is the international calling code for Saint Helena?,"Saint Helena telephone numbers changed from 4 to 5 digits on 1 October 2013 by being prefixed with the digit ""2"", i.e. 2xxxx, with the range 5xxxx being reserved for mobile numbering, and 8xxx being used for Tristan da Cunha numbers (these still shown as 4 digits).",1
108,Where was the formation of the Liberal party officially announced?,"It became the nucleus of the Liberal Party's youth division, the Young Liberals.",1
109,What group was Nigeria a founding member of?,"Nigeria was also a founding member of the Organisation for African Unity (now the African Union), and has tremendous influence in West Africa and Africa on the whole.",0
110,How many members are in the German Football Federation?,"Football is by far the most popular sport, and the German Football Federation (Deutscher Fußballbund) with more than 6.3 million members is the largest athletic organisation in the country.",0
111,What features were removed in the SNS-101?,"Like the earlier redesign of the NES (the NES-101 model), the new model was slimmer and lighter than its predecessor, but it lacked S-Video and RGB output, and it was among the last major SNES-related releases in the region.",0
112,Who did the fortified city fall to in 1672,The fortified city temporarily fell to the French invasion in 1672 (the Disaster Year); where the French invasion was only stopped west of Utrecht at the Old Hollandic Waterline.,0
113,In what year was the New York City Health and Hospitals Corporation founded?,The New York City Health and Hospitals Corporation (HHC) operates the public hospitals and clinics in New York City.,1
114,In Chinese Buddhism what meditation is more popular?,"In Chinese Buddhism, these exist (translated chih kuan), but Chán (Zen) meditation is more popular.",0
115,Which work narrowly escaped seizure and had to be saved by Malesherbes?,"The Encyclopédie, for example, narrowly escaped seizure and had to be saved by Malesherbes, the man in charge of the French censure.",0
116,What is the main use of the parish system nowadays?,"Nevertheless, traditional parishes still exist in various capacities, mainly as public service districts.",0
117,"What is ""Movement For democracy in Liberia""?","In March 2003, a second rebel group, Movement for Democracy in Liberia, began launching attacks against Taylor from the southeast.",0
118,Who was Eli Lilly's work based off of?,"Streptomycin, discovered during a Merck-funded research program in Selman Waksman's laboratory at Rutgers in 1943, became the first effective treatment for tuberculosis.",1
119,How much did the Higher Education Commission impact the number of PhDs in Pakistan?,Some countries have tried to encourage scientific research.,1
120,What move did Tazz make popular?,"A wrestler with a signature submission technique is portrayed as better at applying the hold, making it more painful or more difficult to get out of than others who use it, or can be falsely credited as inventing the hold (such as when Tazz popularized the kata ha jime judo choke in pro wrestling as the ""Tazzmission"").",0
121,On what date was Maru Satal destroyed?,"This temple, also known as Maru Satal in the Newar language, was built in 1596 by King Laxmi Narsingh Malla.",1
122,"According to the UN report, what was the count of people who perished due to famine?","The Shōwa occupation regime committed violent actions against civilians such as the Manila massacre and the implementation of a system of forced labour, such as the one involving 4 to 10 million romusha in Indonesia.",0
123,Cctavianus Augustus Caesar had his coins made out of what alloys?,"At first, the copper itself was valued, but gradually the shape and look of the copper became more important.",1
124,Where was this Gospel said?,"Nevertheless, the practice of saying it at the altar grew; eventually Pius V made this practice universal for the Roman Rite in his edition of the Missal (1570).",0
125,Who did the Bolsheviks make peace with?,"Vladimir Lenin's decision has been attributed to his sponsorship by the foreign office of Wilhelm II, German Emperor, offered by the latter in hopes that with a revolution, Russia would withdraw from World War I.",1
126,What was the final number of performances in Avenue X's original run?,The first was Avenue X which opened on 28 January 1994 and ran for 77 performances.,0
127,What are bombillas?,"The Museo del Gaucho y de la Moneda, located in the Centro, has distinctive displays of the historical culture of Uruguay's gauchos, their horse gear, silver work and mate (tea), gourds, and bombillas (drinking straws) in odd designs.",0
128,Who show the 2011 final?,The 2011 final was also shown live on Sky 3D in addition to ESPN (who provided the 3D coverage for Sky 3D) and ITV.,0
129,Who earned the fewest individual contributions as of the April 15th filing date?,"As of the April 15 filing, LaRouche had 7834 individual contributions, of those who have given cumulatively, $200 or more, as compared to 6257 for John Kerry, 5582 for John Edwards, 4090 for Howard Dean, and 2744 for Gephardt.",0
130,What does the Canadian Armed Forces mostly consist of?,"The current iteration of the Canadian Armed Forces dates from 1 February 1968, when the Royal Canadian Navy, Canadian Army, and Royal Canadian Air Force were merged into a unified structure and superseded by elemental commands.",0
131,How high is Granite Peak?,"It contains the highest point in the state, Granite Peak, 12,799 feet (3,901 m) high.",0
132,What years did the Zhengtong Emperor reign?,"The Information Office of the State Council of the PRC preserves an edict of the Zhengtong Emperor (r. 1435–1449) addressed to the Karmapa in 1445, written after the latter's agent had brought holy relics to the Ming court.",0
133,Mount Damavand is located in what range?,"It is one of the world's most mountainous countries, its landscape dominated by rugged mountain ranges that separate various basins or plateaux from one another.",1
134,Which mandolin was preferred for formal performances and recordings?,"Though almost any variety of acoustic mandolin might be adequate for Irish traditional music, virtually all Irish players prefer flat-backed instruments with oval sound holes to the Italian-style bowl-back mandolins or the carved-top mandolins with f-holes favoured by bluegrass mandolinists.",1
135,What EQ settings were known to have issues with bass distortion?,"This would happen for EQ settings like R&B, Rock, Acoustic, and Bass Booster, because the equalizer amplified the digital audio level beyond the software's limit, causing distortion (clipping) on bass instruments.",0
136,How many fans saw Queen in Knebworth park?,"Queen could not book Wembley for a third night, but they did play at Knebworth Park.",1
137,What can be seen in the newly electrified lines?,"Whatever the causes of the sparks effect, it is well established for numerous routes that have electrified over decades.",1
138,What plant did Dell close in Texas?,"Dell closed plants that produced desktop computers for the North American market, including the Mort Topfer Manufacturing Center in Austin, Texas (original location) and Lebanon, Tennessee (opened in 1999) in 2008 and early 2009, respectively.",0
139,"Who wrote an essay in 1945 that proposed a ""new approach?""","Notably, an essay by Vivian Galbraith in 1945 proposed a ""new approach"" to understanding the ruler.",0
140,What may be triggered suddenly by a spark?,"Release of the energy stored during photosynthesis as heat or light may be triggered suddenly by a spark, in a forest fire, or it may be made available more slowly for animal or human metabolism, when these molecules are ingested, and catabolism is triggered by enzyme action.",0
141,What percentage of the US population is comprised of Ashkenazi Jews?,"While they make up about 2% of the U.S. population, 27% of United States Nobel prize winners in the 20th century, a quarter of Fields Medal winners, 25% of ACM Turing Award winners, half the world's chess champions, including 8% of the top 100 world chess players, and a quarter of Westinghouse Science Talent Search winners have Ashkenazi Jewish ancestry.",0
142,When did they launch from the Moon to reattach to the Columbia?,"The next day, they performed the first launch from another celestial body, and rendezvoused back with Columbia.",0
143,How many people of Somali ethnicity live in Somalia?,"Ethnic Somalis number around 16-20 million and are principally concentrated in Somalia (around 12.3 million), Ethiopia (4.6 million), Kenya (2.4 million), and Djibouti (464,600), with many also residing in parts of the Middle East, North America and Europe.",0
144,What did the plaintiffs claim the university had for an admissions policy?,"Fisher has brought the admissions policy to court because she believes that she was denied acceptance to the University of Texas based on her race, and thus, her right to equal protection according to the 14th Amendment was violated.",1
145,where does the great plains lie?,The region is known for supporting extensive cattle ranching and dry farming.,1
146,What two ships were used by the Oeselian pirates?,"The Livonian Chronicle describes the Oeselians as using two kinds of ships, the piratica and the liburna.",0
147,When was Michigan's fourth Constitution ratified?,"Article 4, Section 46 of Michigan's fourth Constitution (ratified in 1963; effective in 1964) prohibits any law providing for the penalty of death.",0
148,When did the Soviet Union invade Manchuria?,"Following its defeat, Japan's Shinto Emperor stepped down as the divine leader through the Shinto Directive, because the Allied Powers believed this was the major political cause of Japan's military aggression and deconstruction process soon took place to install a new liberal-democratic constitution to the Japanese public as the current Constitution of Japan.",1
149,What can typically cause mass extinctions?,"More than 99 percent of all species, amounting to over five billion species, that ever lived on Earth are estimated to be extinct.",1
150,What is the area near Hamden that was renamed for Eli Whitney?,"The city struck fortune in the late 18th century with the inventions and industrial activity of Eli Whitney, a Yale graduate who remained in New Haven to develop the cotton gin and establish a gun-manufacturing factory in the northern part of the city near the Hamden town line.",1
151,How many regional MPs have argued for the importance of Plymouth's train service?,Three MPs from the three main political parties in the region have lobbied that the train services are vital to its economy.,0
152,What type of social structure did the Ottoman Empire have?,"Although scholars such as Goffman have argued that the Ottomans were highly tolerant and lived in a pluralistic society, it seems that schools that were the main centres for learning were in fact heftily religious and were not religiously pluralistic, but centred around Islam.",0
153,When did a large number of Lisu people convert to Christianity?,"Beginning in the 20th century, in Diqing Tibetan Autonomous Prefecture in Yunnan, a large number of Lisu people and some Yi and Nu people converted to Christianity.",0
154,Who created the Intel 4004 microprocessor?,"While the subject of exactly which device was the first microprocessor is contentious, partly due to lack of agreement on the exact definition of the term ""microprocessor"", it is largely undisputed that the first single-chip microprocessor was the Intel 4004, designed and realized by Ted Hoff, Federico Faggin, and Stanley Mazor at Intel.",0
155,The Faculties of Life Sciences and Physical Sciences merged in 2005 to become which faculty?,In November 2005 the Faculties of Life Sciences and Physical Sciences merged to become the Faculty of Natural Sciences.,0
156,Which Pakistan president supported the US attacking the Taliban?,"Following the 11 September 2001 attacks, former President of Pakistan Pervez Musharraf sided with the U.S. against the Taliban government in Afghanistan after an ultimatum by then U.S. President George W. Bush.",0
157,When was the Kamakura Shogunate established?,"Instead of ruling from Kyoto, he set up the Shogunate in Kamakura, near his base of power.",1
158,Who had forced a large number of Empress Dowager Deng's clan members to kill themselves?,"An dismissed Deng's clan members from office, exiled them and forced many to commit suicide.",1
159,"What ratio of teens are ""heavy"" social media users, using two types of media daily?","One in four (23%) teens are ""heavy"" social media users, meaning they use at least two different types of social media each and every day.",0
160,What is significant about the weather that San Diego experienced in December 1921?,The wettest month on record has been December 1921 with 9.21 inches (234 mm).,0
161,How does flagellum function within the cell?,"The bacterial flagella is the best-understood motility structure in any organism and is made of about 20 proteins, with approximately another 30 proteins required for its regulation and assembly.",1
162,In what borough is the garment business prominent?,"Manufacturing accounts for a significant but declining share of employment, although the city's garment industry is showing a resurgence in Brooklyn.",0
163,How much in loans has Armenia received since 1993?,Loans to Armenia since 1993 exceed $1.1 billion.,0
164,What type of bacteria-attacking medicine will treat tuberculosis?,Treatment with appropriate antibiotics kills bacteria and allows healing to take place.,0
