86,"some episodes work , some don't .",negative
87,beautifully filmed and well acted . . . but admittedly problematic in its narrative specifics .,negative
88,"rymer doesn't trust laughs -- and doesn't conjure proper respect for followers of the whole dead-undead genre , who deserve more from a vampire pic than a few shrieky special effects .",negative
89,wow . i have not been this disappointed by a movie in a long time .,negative
90,it's a drag how nettelbeck sees working women -- or at least this working woman -- for whom she shows little understanding .,negative
91,"watching harris ham it up while physically and emotionally disintegrating over the course of the movie has a certain poignancy in light of his recent death , but boyd's film offers little else of consequence .",negative
92,"it's also curious to note that this film , like the similarly ill-timed antitrust , is easily as bad at a fraction the budget .",negative
93,"'ejemplo de una cinta en que no importa el talento de su reparto o lo interesante que pudo haber resultado su premisa , pues el resultado es francamente aburrido y , por momentos , deplorable . '",negative
94,will probably be one of those movies barely registering a blip on the radar screen of 2002 .,negative
95,"the problem is not that it's all derivative , because plenty of funny movies recycle old tropes . the problem is that van wilder does little that is actually funny with the material .",negative
96,there's nothing interesting in unfaithful whatsoever .,negative
97,none of this is half as moving as the filmmakers seem to think .,negative
98,a processed comedy chop suey .,negative
99,"as spent screen series go , star trek : nemesis is even more suggestive of a 65th class reunion mixer where only eight surviving members show up -- and there's nothing to drink .",negative
100,"fails as a dystopian movie , as a retooling of fahrenheit 451 , and even as a rip-off of the matrix .",negative
101,full of the kind of obnoxious chitchat that only self-aware neurotics engage in .,negative
102,"the movie , like bartleby , is something of a stiff -- an extra-dry office comedy that seems twice as long as its 83 minutes .",negative
103,with its parade of almost perpetually wasted characters . . . margarita feels like a hazy high that takes too long to shake .,negative
104,"if you value your time and money , find an escape clause and avoid seeing this trite , predictable rehash .",negative
105,"the director and her capable cast appear to be caught in a heady whirl of new age-inspired good intentions , but the spell they cast isn't the least bit mesmerizing .",negative
106,everything is pegged into the groove of a new york dating comedy with 'issues' to simplify .,negative
107,a dramatic comedy as pleasantly dishonest and pat as any hollywood fluff .,negative
108,"the cameo-packed , m : i-2-spoofing title sequence is the funniest 5 minutes to date in this spy comedy franchise . . . then mike myers shows up and ruins everything .",negative
109,"it comes off as so silly that you wouldn't be surprised if ba , murdock and rest of the a-team were seen giving chase in a black and red van .",negative
110,"so genial is the conceit , this is one of those rare pictures that you root for throughout , dearly hoping that the rich promise of the script will be realized on the screen . it never is , not fully .",negative
111,"even in the summertime , the most restless young audience deserves the dignity of an action hero motivated by something more than franchise possibilities .",negative
112,"what with all the blanket statements and dime-store ruminations on vanity , the worries of the rich and sudden wisdom , the film becomes a sermon for most of its running time .",negative
113,"plodding , peevish and gimmicky .",negative
114,"the four feathers is definitely horse feathers , but if you go in knowing that , you might have fun in this cinematic sandbox .",negative
115,oozes condescension from every pore .,negative
116,"solaris "" is a shapeless inconsequential move relying on the viewer to do most of the work .",negative
117, . . . hypnotically dull .,negative
118,it has plenty of laughs . it just doesn't have much else . . . especially in a moral sense .,negative
119,"an awful lot like one of [spears'] music videos in content -- except that it goes on for at least 90 more minutes and , worse , that you have to pay if you want to see it .",negative
120,"[h]ad i suffered and bled on the hard ground of ia drang , i'd want something a bit more complex than we were soldiers to be remembered by .",negative
121,"occasionally loud and offensive , but more often , it simply lulls you into a gentle waking coma .",negative
122,it may play well as a double feature with mainstream foreign mush like my big fat greek wedding,negative
123,"by the time you reach the finale , you're likely wondering why you've been watching all this strutting and posturing .",negative
124,"journalistically dubious , inept and often lethally dull .",negative
125,putting the primitive murderer inside a high-tech space station unleashes a pandora's box of special effects that run the gamut from cheesy to cheesier to cheesiest .,negative
126," at its best , it's black hawk down with more heart . at its worst , it's rambo- meets-john ford .",negative
127,exactly what you'd expect from a guy named kaos .,negative
128,calculated swill .,negative
129,this movie . . . doesn't deserve the energy it takes to describe how bad it is .,negative
130,"with or without ballast tanks , k-19 sinks to a harrison ford low .",negative
131,director oliver parker labors so hard to whip life into the importance of being earnest that he probably pulled a muscle or two .,negative
132,you might be shocked to discover that seinfeld's real life is boring .,negative
133,"it's not nearly as fresh or enjoyable as its predecessor , but there are enough high points to keep this from being a complete waste of time .",negative
134,walsh can't quite negotiate the many inconsistencies in janice's behavior or compensate for them by sheer force of charm .,negative
135,"it leers , offering next to little insight into its intriguing subject .",negative
136,one of the oddest and most inexplicable sequels in movie history .,negative
137,there's nothing to gain from watching they . it isn't scary . it hates its characters . it finds no way to entertain or inspire its viewers .,negative
138,"fear permeates the whole of stortelling , todd solondz' oftentimes funny , yet ultimately cowardly autocritique .",negative
139,the skirmishes for power waged among victims and predators settle into an undistinguished rhythm of artificial suspense .,negative
140,thoroughly awful .,negative
141,just too silly and sophomoric to ensnare its target audience .,negative
142,"the video work is so grainy and rough , so dependent on being 'naturalistic' rather than carefully lit and set up , that it's exhausting to watch .",negative
143,truly terrible .,negative
144,it gets bogged down by hit-and-miss topical humour before getting to the truly good stuff .,negative
145,"rifkin no doubt fancies himself something of a hubert selby jr . , but there isn't an ounce of honest poetry in his entire script ; it's simply crude and unrelentingly exploitative .",negative
146,such a bad movie that its luckiest viewers will be seated next to one of those ignorant pinheads who talk throughout the show .,negative
147,"if you go into the theater expecting a scary , action-packed chiller , you might soon be looking for a sign . an exit sign , that is .",negative
148,"holds limited appeal to those who like explosions , sadism and seeing people beat each other to a pulp .",negative
149,the dialogue is very choppy and monosyllabic despite the fact that it is being dubbed .,negative
150,what you end up getting is the vertical limit of surfing movies - memorable stunts with lots of downtime in between .,negative
151,"stealing harvard doesn't care about cleverness , wit or any other kind of intelligent humor .",negative
152,"there's undeniable enjoyment to be had from films crammed with movie references , but the fun wears thin -- then out -- when there's nothing else happening .",negative
153,"imagine kevin smith , the blasphemous bad boy of suburban jersey , if he were stripped of most of his budget and all of his sense of humor . the result might look like vulgar .",negative
154,suffers from a lack of clarity and audacity that a subject as monstrous and pathetic as dahmer demands .,negative
155,"what soured me on the santa clause 2 was that santa bumps up against 21st century reality so hard , it's icky .",negative
156,it's an 88-minute highlight reel that's 86 minutes too long .,negative
157,the film favors the scientific over the spectacular ( visually speaking ) .,negative
158,"with the exception of mccoist , the players don't have a clue on the park . the acting isn't much better .",negative
159,a not-so-divine secrets of the ya-ya sisterhood with a hefty helping of re-fried green tomatoes .,negative
160,"this cloying , voices-from-the-other-side story is hell .",negative
161,a suffocating rape-payback horror show that hinges on the subgenre's most enabling victim . . . and an ebullient affection for industrial-model meat freezers .,negative
162,"[n]o matter how much good will the actors generate , showtime eventually folds under its own thinness .",negative
163,"despite a performance of sustained intelligence from stanford and another of subtle humour from bebe neuwirth , as an older woman who seduces oscar , the film founders on its lack of empathy for the social milieu - rich new york intelligentsia - and its off",negative
164,"although disney follows its standard formula in this animated adventure , it feels more forced than usual .",negative
165,gaghan . . . has thrown every suspenseful cliché in the book at this nonsensical story .,negative
166,[p]artnering murphy with robert de niro for the tv-cops comedy showtime would seem to be surefire casting . the catch is that they're stuck with a script that prevents them from firing on all cylinders .,negative
167,"'you'll laugh for not quite and hour and a half , but come out feeling strangely unsatisfied . you'll feel like you ate a reeses without the peanut butter . . . '",negative
168,"parker should be commended for taking a fresh approach to familiar material , but his determination to remain true to the original text leads him to adopt a somewhat mannered tone . . . that ultimately dulls the human tragedy at the story's core .",negative
169,the director has injected self-consciousness into the proceedings at every turn . the results are far more alienating than involving .,negative
170,bogdanich is unashamedly pro-serbian and makes little attempt to give voice to the other side .,negative
171,"a lack of thesis makes maryam , in the end , play out with the intellectual and emotional impact of an after-school special .",negative
172,the worst film of the year .,negative
173,by-the-numbers yarn .,negative
174,"without shakespeare's eloquent language , the update is dreary and sluggish .",negative
175,"if h . g . wells had a time machine and could take a look at his kin's reworked version , what would he say ? 'it looks good , sonny , but you missed the point . '",negative
176,"bisset delivers a game performance , but she is unable to save the movie .",negative
177,"watching austin powers in goldmember is like binging on cotton candy . it's sweet and fluffy at the time , but it may leave you feeling a little sticky and unsatisfied .",negative
178,the most anti-human big studio picture since 3000 miles to graceland .,negative
179,the film can depress you about life itself .,negative
180,"i'm sure the filmmakers found this a remarkable and novel concept , but anybody who has ever seen an independent film can report that it is instead a cheap cliché .",negative
181,the acting is fine but the script is about as interesting as a recording of conversations at the wal-mart checkout line .,negative
182,"its weighty themes are too grave for youngsters , but the story is too steeped in fairy tales and other childish things to appeal much to teenagers .",negative
183,the plot plummets into a comedy graveyard before janice comes racing to the rescue in the final reel .,negative
184,"sometimes there are very , very good reasons for certain movies to be sealed in a jar and left on a remote shelf indefinitely .",negative
185,"here's my advice , kev . start reading your scripts before signing that dotted line .",negative
186,an alternately raucous and sappy ethnic sitcom . . . you'd be wise to send your regrets .,negative
187,an ugly-duckling tale so hideously and clumsily told it feels accidental .,negative
188,"unfortunately , it's also not very good . especially compared with the television series that inspired the movie .",negative
189,"it wraps up a classic mother/daughter struggle in recycled paper with a shiny new bow and while the audience can tell it's not all new , at least it looks pretty .",negative
190,glazed with a tawdry b-movie scum .,negative
191,"this is the kind of movie during which you want to bang your head on the seat in front of you , at its cluelessness , at its idiocy , at its utterly misplaced earnestness .",negative
192,"all in all , road to perdition is more in love with strangeness than excellence .",negative
193,a big fat pain .,negative
194,a mimetic approximation of better films like contempt and 8 1/2 .,negative
195,"watching the powerpuff girls movie , my mind kept returning to one anecdote for comparison : the cartoon in japan that gave people seizures .",negative
196,an inelegant combination of two unrelated shorts that falls far short of the director's previous work in terms of both thematic content and narrative strength .,negative
197,"to build a feel-good fantasy around a vain dictator-madman is off-putting , to say the least , not to mention inappropriate and wildly undeserved .",negative
198,"with the cheesiest monsters this side of a horror spoof , which they isn't , it is more likely to induce sleep than fright .",negative
199,"mild , meandering teen flick .",negative
200,though its atmosphere is intriguing . . . the drama is finally too predictable to leave much of an impression .,negative
201,"astonishing isn't the word -- neither is incompetent , incoherent or just plain crap . indeed , none of these words really gets at the very special type of badness that is deuces wild .",negative
202,"with a tone as variable as the cinematography , schaeffer's film never settles into the light-footed enchantment the material needs , and the characters' quirks and foibles never jell into charm .",negative
203,"cuba gooding jr . valiantly mugs his way through snow dogs , but even his boisterous energy fails to spark this leaden comedy .",negative
204,diane lane's sophisticated performance can't rescue adrian lyne's unfaithful from its sleazy moralizing .,negative
205,"silly , loud and goofy .",negative
206,why spend $9 on the same stuff you can get for a buck or so in that greasy little vidgame pit in the theater lobby ?,negative
207,the basic premise is intriguing but quickly becomes distasteful and downright creepy .,negative
208,the pool drowned me in boredom .,negative
209,it's like an all-star salute to disney's cheesy commercialism .,negative
210,"it's hard to imagine any recent film , independent or otherwise , that makes as much of a mess as this one .",negative
211,"there's an excellent 90-minute film here ; unfortunately , it runs for 170 .",negative
212,"as saccharine movies go , this is likely to cause massive cardiac arrest if taken in large doses .",negative
213,"die another day is only intermittently entertaining but it's hard not to be a sucker for its charms , or perhaps it's just impossible not to feel nostalgia for movies you grew up with .",negative
214,"the mystery of enigma is how a rich historical subject , combined with so much first-rate talent . . . could have yielded such a flat , plodding picture .",negative
215,"it throws quirky characters , odd situations , and off-kilter dialogue at us , all as if to say , "" look at this ! this is an interesting movie ! "" but the film itself is ultimately quite unengaging .",negative
216,the inherent limitations of using a video game as the source material movie are once again made all too clear in this schlocky horror/action hybrid .,negative
217,bad company . bad movie . just plain bad .,negative
218,"it's not only dull because we've seen [eddie] murphy do the genial-rogue shtick to death , but because the plot is equally hackneyed .",negative
219,"a poorly scripted , preachy fable that forgets about unfolding a coherent , believable story in its zeal to spread propaganda .",negative
220,"while it is interesting to witness the conflict from the palestinian side , longley's film lacks balance . . . and fails to put the struggle into meaningful historical context .",negative
221,"it's sincere to a fault , but , unfortunately , not very compelling or much fun .",negative
222,this follow-up seems so similar to the 1953 disney classic that it makes one long for a geriatric peter .,negative
223,"why , you may ask , why should you buy the movie milk when the tv cow is free ? there's no good answer to that one .",negative
224,"this slow-moving swedish film offers not even a hint of joy , preferring to focus on the humiliation of martin as he defecates in bed and urinates on the plants at his own birthday party .",negative
225,"a muddled limp biscuit of a movie , a vampire soap opera that doesn't make much sense even on its own terms .",negative
226,this is a movie so insecure about its capacity to excite that it churns up not one but two flagrantly fake thunderstorms to underscore the action .,negative
227,this is amusing for about three minutes .,negative
228,"klein , charming in comedies like american pie and dead-on in election , delivers one of the saddest action hero performances ever witnessed .",negative
229,there are few things more frustrating to a film buff than seeing an otherwise good movie marred beyond redemption by a disastrous ending .,negative
230,looks more like a travel-agency video targeted at people who like to ride bikes topless and roll in the mud than a worthwhile glimpse of independent-community guiding lights .,negative
231,they kept much of the plot but jettisoned the stuff that would make this a moving experience for people who haven't read the book .,negative
232,just because a walk to remember is shrewd enough to activate girlish tear ducts doesn't mean it's good enough for our girls .,negative
233,"it's mildly interesting to ponder the peculiar american style of justice that plays out here , but it's so muddled and derivative that few will bother thinking it all through .",negative
234,this dreadfully earnest inversion of the concubine love triangle eschews the previous film's historical panorama and roiling pathos for bug-eyed mugging and gay-niche condescension .,negative
235,"the boys' sparring , like the succession of blows dumped on guei , wears down the story's more cerebral , and likable , plot elements .",negative
236,"the story is so light and sugary that were it a macy's thanksgiving day parade balloon , extra heavy-duty ropes would be needed to keep it from floating away .",negative
237,"since dahmer resorts to standard slasher flick thrills when it should be most in the mind of the killer , it misses a major opportunity to be truly revelatory about his psyche .",negative
238,"cold and scattered , minority report commands interest almost solely as an exercise in gorgeous visuals . that's not vintage spielberg and that , finally , is minimally satisfying .",negative
239,"every now and again , a movie comes along to remind us of how very bad a motion picture can truly be . frank mcklusky c . i . is that movie !",negative
240,it's not difficult to spot the culprit early-on in this predictable thriller .,negative
241,"[a] soulless , stupid sequel . . .",negative
242,the trappings of i spy are so familiar you might as well be watching a rerun .,negative
243,what starts off as a potentially incredibly twisting mystery becomes simply a monster chase film .,negative
244,"it is messy , uncouth , incomprehensible , vicious and absurd .",negative
245,"and if you appreciate the one-sided theme to lawrence's over-indulgent tirade , then knock yourself out and enjoy the big screen postcard that is a self-glorified martin lawrence lovefest . if you are willing to do this , then you so crazy !",negative
246,"directed without the expected flair or imagination by hong kong master john woo , windtalkers airs just about every cliche in the war movie compendium across its indulgent two-hour-and-fifteen-minute length .",negative
247,it's a very tasteful rock and roll movie . you could put it on a coffee table anywhere .,negative
248,"an infuriating film . just when you think you are making sense of it , something happens that tells you there is no sense .",negative
249,the entire movie is so formulaic and forgettable that it's hardly over before it begins to fade from memory .,negative
250,"the setting turns out to be more interesting than any of the character dramas , which never reach satisfying conclusions .",negative
251,"as an entertainment destination for the general public , kung pow sets a new benchmark for lameness .",negative
252,"as pure over-the-top trash , any john waters movie has it beat by a country mile .",negative
253,less-than-compelling documentary of a yiddish theater clan .,negative
254,"that the chuck norris "" grenade gag "" occurs about 7 times during windtalkers is a good indication of how serious-minded the film is .",negative
255,"viewers are asked so often to suspend belief that were it not for holm's performance , the film would be a total washout .",negative
256,"everybody loves a david and goliath story , and this one is told almost entirely from david's point of view .",negative
257,"eventually , they will have a showdown , but , by then , your senses are as mushy as peas and you don't care who fires the winning shot .",negative
258,irwin and his director never come up with an adequate reason why we should pay money for what we can get on television for free .,negative
259,"to paraphrase a line from another dickens' novel , nicholas nickleby is too much like a fragment of an underdone potato .",negative
260,"the actresses may have worked up a back story for the women they portray so convincingly , but viewers don't get enough of that background for the characters to be involving as individuals rather than types .",negative
261,"the result , however well-intentioned , is ironically just the sort of disposable , kitchen-sink homage that illustrates why the whole is so often less than the sum of its parts in today's hollywood .",negative
262,"a movie just for friday fans , critics be damned . if you already like this sort of thing , this is that sort of thing all over again .",negative
263,a sincere but dramatically conflicted gay coming-of-age tale .,negative
264,wait for it to hit cable .,negative
265,ultimately feels like just one more in the long line of films this year about the business of making movies .,negative
266,a high-minded snoozer .,negative
267,"nothing but one relentlessly depressing situation after another for its entire running time , something that you could easily be dealing with right now in your lives .",negative
268,"77 minutes of pokemon may not last 4ever , it just seems like it does . my only wish is that celebi could take me back to a time before i saw this movie and i could just skip it .",negative
269,[at least] moore is a real charmer .,negative
270,"john carlen's script is full of unhappy , two-dimensional characters who are anything but compelling .",negative
271,"labute can't avoid a fatal mistake in the modern era : he's changed the male academic from a lower-class brit to an american , a choice that upsets the novel's exquisite balance and shreds the fabric of the film .",negative
272,"stale first act , scrooge story , blatant product placement , some very good comedic songs , strong finish , dumb fart jokes .",negative
273,"unsurprisingly , the way this all works out makes the women look more like stereotypical caretakers and moral teachers , instead of serious athletes .",negative
274,adam sandler's eight crazy nights grows on you -- like a rash .,negative
275,the big-screen scooby makes the silly original cartoon seem smart and well-crafted in comparison .,negative
276,"few of the increasingly far-fetched events that first-time writer-director neil burger follows up with are terribly convincing , which is a pity , considering barry's terrific performance .",negative
277,gets better after foster leaves that little room .,negative
278,the movie is as padded as allen's jelly belly .,negative
279,"resident evil isn't a product of its cinematic predecessors so much as an mtv , sugar hysteria , and playstation cocktail .",negative
280,a rather average action film that benefits from several funny moments supplied by epps .,negative
281," . . . unspeakably , unbearably dull , featuring reams of flatly delivered dialogue and a heroine who comes across as both shallow and dim-witted .",negative
282,resembles a soft porn brian de palma pastiche .,negative
283,"bluto blutarsky , we miss you .",negative
284,innocuous enough to make even jean-claude van damme look good .,negative
285,"it's a glorified sitcom , and a long , unfunny one at that .",negative
286,devoid of any of the qualities that made the first film so special .,negative
287,"however sincere it may be , the rising place never quite justifies its own existence .",negative
288,paxton's uneven directorial debut fails to unlock the full potential of what is in many ways a fresh and dramatically substantial spin on the genre .,negative
289,the script falls back on too many tried-and-true shenanigans that hardly distinguish it from the next teen comedy .,negative
290,"the film starts promisingly , but the ending is all too predictable and far too cliched to really work .",negative
291,"let's issue a moratorium , effective immediately , on treacly films about inspirational prep-school professors and the children they so heartwarmingly motivate .",negative
292,"it's the element of condescension , as the filmmakers look down on their working-class subjects from their lofty perch , that finally makes sex with strangers , which opens today in the new york metropolitan area , so distasteful .",negative
293,alternately frustrating and rewarding .,negative
294,it's impossible to even categorize this as a smutty guilty pleasure .,negative
295,"despite suffering a sense-of-humour failure , the man who wrote rocky does not deserve to go down with a ship as leaky as this .",negative
296,"swinging , the film makes it seem , is not a hobby that attracts the young and fit . or intelligent .",negative
297,"the most memorable moment was when green threw medical equipment at a window ; not because it was particularly funny , but because i had a serious urge to grab the old lady at the end of my aisle's walker and toss it at the screen in frustration .",negative
298,"see clockstoppers if you have nothing better to do with 94 minutes . but be warned , you too may feel time has decided to stand still . or that the battery on your watch has died .",negative
299,there are enough throwaway references to faith and rainbows to plant smile-button faces on that segment of the populace that made a walk to remember a niche hit .,negative
300,"yes , i have given this movie a rating of zero . but fans of the show should not consider this a diss . consider it 'perfection . '",negative
301,the cumulative effect of the movie is repulsive and depressing .,negative
302,children and adults enamored of all things pokemon won't be disappointed .,negative
303,i don't even care that there's no plot in this antonio banderas-lucy liu faceoff . it's still terrible !,negative
304,"children of the century , though well dressed and well made , ultimately falls prey to the contradiction that afflicts so many movies about writers .",negative
305,amazingly dopey .,negative
306,cloaks a familiar anti-feminist equation ( career - kids = misery ) in tiresome romantic-comedy duds .,negative
307,the good girl is a film in which the talent is undeniable but the results are underwhelming .,negative
308,mr . soderbergh's direction and visual style struck me as unusually and unimpressively fussy and pretentious .,negative
309,"do you say "" hi "" to your lover when you wake up in the morning ?",negative
310,"director tom dey demonstrated a knack for mixing action and idiosyncratic humor in his charming 2000 debut shanghai noon , but showtime's uninspired send-up of tv cop show cliches mostly leaves him shooting blanks .",negative
311,"while easier to sit through than most of jaglom's self-conscious and gratingly irritating films , it's still tainted by cliches , painful improbability and murky points .",negative
312,"about as enjoyable , i would imagine , as searching for a quarter in a giant pile of elephant feces . . . positively dreadful .",negative
313,a generic international version of a typical american horror film .,negative
314," . . . while certainly clever in spots , this too-long , spoofy update of shakespeare's macbeth doesn't sustain a high enough level of invention .",negative
315,crikey indeed .,negative
316,"lucas has in fact come closer than anyone could desire to the cheap , graceless , hackneyed sci-fi serials of the '30s and '40s .",negative
317,"there's a lot of good material here , but there's also a lot of redundancy and unsuccessful crudeness accompanying it .",negative
318,"if you think it's a riot to see rob schneider in a young woman's clothes , then you'll enjoy the hot chick .",negative
