67,"in the book-on-tape market , the film of `` the kid stays in the picture '' would be an abridged edition ",0
68,it would be nice to see what he could make with a decent budget ,1
69,left me feeling refreshed and hopeful ,1
70,gives poor dana carvey nothing ,0
71,odd enjoyably chewy lump ,1
72,irritatingly ,0
73,rare quality ,1
74,"come from a family that eats , meddles , argues , laughs , kibbitzes and fights together ",1
75,adaptation is intricately constructed ,1
76,end it all by stuffing himself into an electric pencil sharpener ,0
77,"cinematic intoxication , a wildly inventive mixture of comedy and melodrama , ",1
78,for a barf bag ,0
79,reno devolves into a laugh-free lecture . ,0
80,by far the worst movie of the year ,0
81,direction to give the film a soul and an unabashed sense of good old-fashioned escapism ,1
82,"drag two-thirds through , ",0
83,'s also disappointing to a certain degree ,0
84,"does n't take a rocket scientist to figure out that this is a mormon family movie , and a sappy , preachy one at that . ",0
85,", elling never gets too cloying thanks to the actors ' perfect comic timing and sweet , genuine chemistry . ",1
86,could n't recommend this film more . ,1
87,slip into hokum ,0
88,both a level of sophisticated intrigue and human-scale characters that suck the audience in ,1
89,is a gory slash-fest ,0
90,"even fans of ismail merchant 's work , i suspect , would have a hard time sitting through this one . ",0
91,"approached the usher and said that if she had to sit through it again , she should ask for a raise ",0
92,"if the full monty was a freshman fluke , lucky break is ( cattaneo ) sophomore slump . ",0
93,lightweight female empowerment ,0
94,"hugh grant , who has a good line in charm , has never been more charming than in about a boy . ",1
95,"a poignant and wryly amusing film about mothers , daughters and their relationships ",1
96,"even as the hero of the story rediscovers his passion in life , the mood remains oddly detached . ",0
97,an artist of 90-plus years taking the effort to share his impressions of life and loss and time and art with us ,1
98,the whiney characters bugged me ,0
99,a well paced and satisfying little drama that deserved better than a ` direct-to-video ' release ,1
100,is the far superior film . ,1
101,wonderous ,1
102,poetic ,1
103,poetry in motion ,1
104,paced at a speed that is slow to those of us in middle age and ,0
105,from ever reaching the comic heights it obviously desired ,0
106,are great rewards here . ,1
107,"it works well enough , since the thrills pop up frequently ",1
108,a puzzle whose pieces do not fit . ,0
109,funny and poignant ,1
110,"from a summer of teen-driven , toilet-humor codswallop ",0
111,as literary desecrations go ,0
112,war ,0
113,displays with somber earnestness in the new adaptation of the cherry orchard ,1
114,bitter and less mature ,0
115,"a routine crime thriller remarkable only for its lack of logic and misuse of two fine actors , morgan freeman and ashley judd . ",0
116,addict ,0
117,) taste for `` shock humor '' will wear thin on all ,0
118,drifts aimlessly for 90 minutes before lodging in the cracks of that ever-growing category ,0
119,fan ,1
120,baaaaaaaaad movie ,0
121,"a boring masquerade ball where normally good actors , even kingsley , are made to look bad . ",0
122,knew about generating suspense ,1
123,has the rare capability to soothe and break your heart with a single stroke ,1
124,"distances you by throwing out so many red herrings , so many false scares , ",0
125,gasping at its visual delights ,1
126,the awe in which it holds itself ,1
127,happy hour ,1
128,one of france 's most inventive directors ,1
129,stunning images and effects ,1
130,an intelligently made ( and beautifully edited ) ,1
131,"scarily funny , ",1
132,pretty and gifted ,1
133,a film that suffers because of its many excesses . ,0
134,"the script assumes that not only would subtlety be lost on the target audience , but that it 's also too stupid to realize that they 've already seen this exact same movie a hundred times ",0
135,waldo salt screenwriting award ,1
136,the script by david koepp is perfectly serviceable and because he gives the story some soul ... ,1
137,an overwhelming pleasure ,1
138,"wendigo wants to be a monster movie for the art-house crowd , but it falls into the trap of pretention almost every time ",0
139,is a film -- full of life and small delights -- that has all the wiggling energy of young kitten ,1
140,do n't fit well together ,0
141,ca n't help but get caught up in the thrill of the company 's astonishing growth . ,1
142,"not to mention mysterious , sensual , emotionally intense , and replete with virtuoso throat-singing . ",1
143,americans to finally revel in its splendor ,1
144,fahrenheit 451 ,1
145,"seen as hip , ",1
146,the story has some nice twists but the ending and ,1
147,"by applying definition to both sides of the man , the picture realizes a fullness that does not negate the subject . ",1
148,lacks the inspiration of the original and has a bloated plot that stretches the running time about 10 minutes past a child 's interest and an adult 's patience ,0
149,our moviemakers ,1
150,'s informative and breathtakingly spectacular ,1
151,torn away from the compelling historical tale to a less-compelling soap opera ,0
152,pretty good little movie . ,1
153,"serious minded patience , respect and affection ",1
154,"is wasted in this crass , low-wattage endeavor . ",0
155,an intriguing story ,1
156,provide insight into a fascinating part of theater history ,1
157,a comedic moment ,1
158,appears to have been made by people to whom the idea of narrative logic or cohesion is an entirely foreign concept . ,0
159,"seems content to dog-paddle in the mediocre end of the pool , and it 's a sad , sick sight ",0
160,", actor raymond j. barry is perfectly creepy and believable . ",1
161,for intelligibility ,1
162,"makes sense , with its unbelievable naïveté and arbitrary flashbacks . ",0
163,"a thoughtful and surprisingly affecting portrait of a screwed-up man who dared to mess with some powerful people , ",1
164,as both shallow and dim-witted ,0
165,"than in creating an emotionally complex , dramatically satisfying heroine ",1
166,of flat champagne ,0
167,called best bad film you thought was going to be really awful but ,0
168,name-calling ,0
169,a fleeting grasp ,0
170,what 's most offensive is n't the waste of a good cast ,0
171,bogdanovich taps deep into the hearst mystique ,1
172,"filmmakers david weissman and bill weber benefit enormously from the cockettes ' camera craziness -- not only did they film performances , but ",1
173,"does n't end up having much that is fresh to say about growing up catholic or , really , anything . ",0
174,", is funny and looks professional . ",1
175,a jaw-droppingly beautiful work that upends nearly every cliché ,1
176,wonderfully funny ,1
177,suited neither to kids or adults ,0
178,"however entertainingly presented , ",1
179,i found the movie as divided against itself as the dysfunctional family it portrays . ,0
180,"flawless film , ( wang ) ",1
181,( cattaneo ) sophomore slump ,0
182,that takes an astonishingly condescending attitude toward women ,0
183,making the ambiguous ending seem goofy rather than provocative ,0
184,more compelling ,1
185,painful as the grey zone ,0
186,against all odds ,1
187,"the problem with the bread , my sweet is that it 's far too sentimental . ",0
188,a great script brought down by lousy direction . ,0
189,shooting itself in the foot ,0
190,of bad animation and mindless violence ,0
191,"different , unusual , even nutty ",1
192,"piccoli 's performance is amazing , yes , but the symbols of loss and denial and life-at-arm 's - length in the film seem irritatingly transparent . ",0
193,foster and whitaker are especially fine . ,1
194,charming ,1
195,the results are honest ,1
196,"a fascinating , unnerving examination of the delusions of one unstable man . ",1
197,his fake backdrops ,0
198,stale and ,0
199,"lasker 's canny , meditative script distances sex and love , as byron and luther ... ",1
200,blithe rebel fantasy ,1
201,has a nearly terminal case of the cutes ,1
202,"to see this turd squashed under a truck , preferably a semi ",0
203,made all too clear in this schlocky horror/action hybrid ,0
204,"it 's a beautiful film , full of elaborate and twisted characters - ",1
205,the great minds of our times ,1
206,"mr. polanski is in his element here : alone , abandoned , but still consoled by his art , which is more than he has ever revealed before about the source of his spiritual survival ",1
207,man cliché ,0
208,never really busts out of its comfy little cell ,0
209,broken with her friends image in an independent film of satiric fire and emotional turmoil ,1
210,positive change ,1
211,could n't ,0
212,"inconsistent , meandering , and sometimes dry plot ",0
213,millions of dollars heaped upon a project of such vast proportions need to reap more rewards than spiffy bluescreen technique and stylish weaponry . ,0
214,struggle tragically to comprehend the chasm of knowledge that 's opened between them ,1
215,"chris rock , ' ` anthony hopkins ' and ` terrorists ",0
216,mired in a shabby script ,0
217,corcuera 's attention to detail ,1
218,it required viewing in university computer science departments for years to come ,1
219,home alabama ,1
220,the good girl '' a film worth watching ,1
221,study that made up for its rather slow beginning by drawing me into the picture ,1
222,"has a lot to do with the casting of juliette binoche as sand , who brings to the role her pale , dark beauty and characteristic warmth . ",1
223,worth seeing ,1
224,lecherous ,0
225,through contrived plot points ,0
226,"is a strength of a documentary to disregard available bias , ",1
227,irredeemably awful . ,0
228,( other than the very sluggish pace ) ,0
229,"he 's now , more than ever , choosing his roles with the precision of the insurance actuary ",1
230,"seriously , rent the disney version . ",0
231,"it might not be 1970s animation , but everything else about it is straight from the saturday morning cartoons -- a retread story , bad writing , and the same old silliness ",0
232,for griffiths ' warm and winning central performance ,1
233,splashy and entertainingly nasty ,1
234,laugh once ( maybe twice ) ,1
235,"trouble every day is a success in some sense , but it 's hard to like a film so cold and dead ",0
236,dies ,0
237,is consistently amusing and engrossing ,1
238,therefore i know better than to rush to the theater for this one ,0
239,the grade as tawdry trash ,0
240,family film to take everyone to since there 's no new `` a christmas carol '' out in the theaters this year ,1
241,you 're never quite sure where self-promotion ends and the truth begins ,0
242,"energy and geniality to please not only the fanatical adherents on either side , but also people who know nothing about the subject and think they 're not interested . ",1
243,"a meditation on faith and madness , frailty is blood-curdling stuff . ",1
244,when her real-life persona is so charmless and vacant ,0
245,"my indignant , preemptive departure ",0
246,labute masterfully ,1
247,the believability of the entire scenario ,1
248,makes us watch as his character awakens to the notion that to be human is eventually to have to choose ,1
249,... a rather bland affair . ,0
250,this cold vacuum of a comedy to start a reaction ,0
251,bad animation ,0
252,into too many pointless situations ,0
253,self-hatred and ,0
254,straining to produce another smash ,0
255,ultimately offers nothing more than people in an urban jungle needing other people to survive ,0
256,"with dramatic punch , a haunting ode to humanity ",1
257,a remarkable new trick ,1
258,is like nothing we westerners have seen before . ,1
259,celluloid garbage ,0
260,subtly kinky bedside vigils and ,1
261,"no solace here , ",0
262,of life and small delights ,1
263,", this thriller is too loud and thoroughly overbearing ",0
264,"is sure to give you a lot of laughs in this simple , sweet and romantic comedy . ",1
265,its shortness disappoints ,0
266,suspenseful enough for older kids but not too scary ,1
267,"the year 's greatest adventure , and ",1
268,quickly enters the pantheon of wreckage that includes battlefield earth and showgirls ,0
269,'s an interesting effort ( particularly for jfk conspiracy nuts ) ,1
270,"everybody loves a david and goliath story , ",1
271,will anyone who is n't a fangoria subscriber be excited that it has n't gone straight to video ? ,0
272,understatement ,0
273,just another combination of bad animation and mindless violence ,0
274,astonishing growth ,1
275,a consummate actor incapable of being boring ,1
276,"great performances , ",1
277,the charisma of hugh grant and sandra bullock ,1
278,'ve grown tired of going where no man has gone before ,0
279,"writer-director walter hill and co-writer david giler try to create characters out of the obvious cliches , but wind up using them as punching bags . ",0
280,it 's just plain lurid when it is n't downright silly . ,0
281,an important political documentary ,1
282,because it was particularly funny ,1
283,"swinging , the film makes it seem , is not a hobby that attracts the young and fit . ",0
284,"all plays out ... like a high-end john hughes comedy , a kind of elder bueller 's time out . ",1
285,"it 's a very sincere work , but it would be better as a diary or documentary . ",1
286,"mysterious , sensual , emotionally intense , and replete ",1
287,"surprising highs , ",1
288,"but for the most part , the weight of water comes off as a two-way time-switching myopic mystery that stalls in its lackluster gear of emotional blandness . ",0
289,quietly engaging . ,1
290,what ` blade runner ' would ,1
291,to activate girlish tear ducts does n't mean it 's good enough for our girls ,0
292,"of the best films of the year with its exquisite acting , inventive screenplay , mesmerizing music , and many inimitable scenes ",1
293,", secretary takes the most unexpected material and handles it in the most unexpected way . ",1
294,"suspend your disbelief here and now , ",0
295,about the long and eventful spiritual journey of the guru who helped ,1
296,"fits into a genre that has been overexposed , redolent of a thousand cliches , and yet remains uniquely itself , vibrant with originality . ",1
297,top form ,1
298,"aimless , arduous , and ",0
299,an uninspired philosophical epiphany ,0
300,depress you about life itself ,0
301,sooooo tired ,0
302,a screenplay to die for ,1
303,"when ( reno ) lets her radical flag fly , taking angry potshots at george w. bush , henry kissinger , larry king , et al . ",0
304,the tuxedo was n't just bad ,0
305,were once amusing ,0
306,so many flaws it would be easy for critics to shred it ,0
307,falling into the hollywood trap and ,0
308,a pathetically inane and unimaginative ,0
309,has so many flaws it would be easy for critics to shred it . ,0
310,"by the brutality of the jokes , most at women 's expense ",0
311,heaven ,1
312,"both an admirable reconstruction of terrible events , and a fitting ",1
313,made me want to pack raw dough in my ears ,0
314,smart-aleck movie ,1
315,got it right ,1
316,'s not enough substance ,0
317,nervous ,0
318,`` bad '' is the operative word for `` bad company ,0
319,the bombastic self-glorification of other feel-good fiascos like antwone fisher or the emperor 's club any time ,1
320,carved their own comfortable niche in the world ,1
321,is so convincing that by movies ' end you 'll swear you are wet in some places and feel sand creeping in others . ,1
322,bless crudup ,1
323,epic treatment of a nationwide blight that seems to be ,1
324,forget about one oscar nomination for julianne moore this year ,0
325,to be as subtle and touching as the son 's room ,1
326,like this movie a lot . ,1
327,a luis buñuel film ,1
328,"in any case , i would recommend big bad love only to winger fans who have missed her since 1995 's forget paris . ",0
329,feral and uncomfortable ,0
330,"as in aimless , arduous , and arbitrary . ",0
331,inventive screenplay ,1
332,offers rare insight ,1
333,banal ,0
334,pack your knitting needles ,0
335,psychological and philosophical ,1
336,winning performances and ,1
337,"are anguished , bitter and truthful ",1
338,"a fascinating , compelling story ",1
339,its oh-so-hollywood rejiggering and ,0
340,"second , what 's with all the shooting ? ",0
341,"in the director 's cut , the film is not only a love song to the movies but it also is more fully an example of the kind of lush , all-enveloping movie experience it rhapsodizes . ",1
342,went 8 movies ago ,0
343,roussillon providing comic relief ,1
344,"it is dark , brooding and slow , and takes its central idea way too seriously . ",0
345,", it offers hope ",1
346,that the film opens with maggots crawling on a dead dog ,0
347,", love . ",1
348,"a mix of gritty realism , crisp storytelling and radiant compassion that effortlessly draws you in . ",1
349,actually seem to understand what made allen 's romantic comedies so pertinent and enduring ,1
350,airs just about every cliche in the war movie compendium across its indulgent two-hour-and-fifteen-minute length . ,0
351,"to do all three quite well , making it one of the year 's most enjoyable releases ",1
352,if it 's filmed tosca that you want ,1
353,that works . ,1
354,the plot twists give i am trying to break your heart an attraction it desperately needed . ,1
355,are included ,1
356,love liza 's tale ,1
357,brings the proper conviction ,1
358,this is not one of the movies you 'd want to watch if you only had a week to live . ,0
359,made on the cheap ,0
360,important film ,1
361,snail-like ,0
362,a good simmer ,1
363,"is a likable story , told with competence ",1
364,the bard as black comedy -- willie would have loved it . ,1
365,there 's a scientific law to be discerned here that producers would be well to heed ,0
366,"resolutely unamusing , how thoroughly unrewarding all of this ",0
367,emotionally strong ,1
368,"a small fortune in salaries and stunt cars might have been saved if the director , tom dey , had spliced together bits and pieces of midnight run and 48 hours ( and , for that matter , shrek ) . ",0
369,a relaxed firth displays impeccable comic skill ,1
370,"every now and again , a movie comes along to remind us of how very bad a motion picture can truly be . ",0
371,"slightly sunbaked and summery mind , sex and ",1
372,"fun and funny in the middle , though somewhat less ",1
373,"for those who like quirky , slightly strange french films , this is a must ! ",1
374,"maintains a surprisingly buoyant tone throughout , ",1
375,"the off-center humor is a constant , and the ensemble gives it a buoyant delivery ",1
376,'s a shame that the storyline and its underlying themes ... finally seem so impersonal or even shallow . ,0
377,a historically significant work ,1
378,the kind of insouciance embedded in the sexy demise of james dean ,1
379,"with dickens ' words and writer-director douglas mcgrath 's even-toned direction , a ripping good yarn is told . ",1
380,proud in its message ,1
381,bravura ,1
382,"the mothman prophecies , which is mostly a bore , ",0
383,director m. night shyamalan can weave an eerie spell ,1
384,in her most charmless ,0
385,hubristic folly ,0
386,floundering ,0
387,"as looking , sounding and simply feeling like no other film in recent history ",1
388,"as predictable as the outcome of a globetrotters-generals game , juwanna mann is even more ludicrous than you 'd expect from the guy-in-a-dress genre , and a personal low for everyone involved ",0
389,decrepit ,0
390,"for every cheesy scene , though , there is a really cool bit -- the movie 's conception of a future-world holographic librarian ( orlando jones ) who knows everything and answers all questions , is visually smart , cleverly written , and nicely realized . ",1
391,depressed fifteen-year-old 's ,0
392,"here , alas , it collapses like an overcooked soufflé . ",0
393,the sad schlock merchant ,0
394,gloom ,0
395,comes together as a coherent whole ,1
396,a terrifically entertaining specimen ,1
397,fear and frustration are provoked to intolerable levels ,0
398,affected child acting to the dullest irish pub scenes ever filmed ,0
399,supremely hopeful cautionary tale ,1
400,modestly ,1
401,a poignant lyricism runs through balzac and the little chinese seamstress that transforms this story about love and culture into a cinematic poem . ,1
402,a surprising winner ,1
403,emerges as the very best of them ,1
404,critics have come to term an `` ambitious failure ,0
405,", despite many talky , slow scenes ",0
406,carries a little too much ai n't - she-cute baggage into her lead role as a troubled and determined homicide cop to quite pull off the heavy stuff . ,0
407,"the secrets of time travel will have been discovered , indulged in and rejected as boring before i see this piece of crap again . ",0
408,a delightful entree in the tradition of food movies ,1
409,did n't have an original bone in his body ,0
410,an insult ,0
411,"to the movie 's contrived , lame screenplay and listless direction ",0
412,the upbeat ending ,1
413,"juliette binoche 's sand is vivacious , but it 's hard to sense that powerhouse of 19th-century prose behind her childlike smile . ",1
414,yet permits laughter ,1
415,for the whole family ,1
416,doze off during this one ,0
417,certainly ,1
418,"satisfies -- from its ripe recipe , inspiring ingredients , certified cuisine and palatable presentation . ",1
419,pure ,1
420,"... in no way original , or even all that memorable , but as downtown saturday matinee brain candy , it does n't disappoint . ",1
421,a splash ,1
422,he does such a good job of it that family fundamentals gets you riled up ,1
423,seduce and ,1
424,holds interest ,1
425,spot-on ,1
426,by a warmth that is n't faked ,1
427,", tasteless and idiotic ",0
428,the tedium ,0
429,"acted and directed , it 's clear that washington most certainly has a new career ahead of him ",1
430,fine effort ,1
431,"the premise of `` abandon '' holds promise , ... but ",1
432,for blade ii ,1
433,pushiness and decibel ,0
434,love head-on ,1
435,the concept is a hoot . ,1
436,"humble , teach ",1
437,refreshing and ,1
438,demonstrates a vivid imagination and an impressive style that result in some terrific setpieces . ,1
439,a well-put-together piece of urban satire ,1
440,it 's easy to love robin tunney -- she 's pretty and she can act -- but it gets harder and harder to understand her choices . ,0
441,"no doubt , it 's the worst movie i 've seen this summer ",0
442,eventually works its way up to merely bad rather than painfully awful ,0
443,depict the french revolution ,1
444,technically sumptuous but also almost wildly alive ,1
445,charming in comedies like american pie and dead-on in election ,1
446,shoot ,0
447,anemic ,0
448,to check this one out ,1
449,quietly inspirational ,1
450,very tasteful rock ,1
451,easily forgotten ,0
452,get more out of the latter experience ,1
453,yet fail to capture its visual appeal or its atmosphere ,0
454,longley 's film ,1
455,nor truly edgy -- merely crassly flamboyant and comedically labored ,0
456,tres greek writer and star nia vardalos has crafted here a worldly-wise and very funny script . ,1
457,left me behind ,0
458,"sit through , enjoy on a certain level and then ",1
459,thought-provoking and ,1
460,unencouraging threefold expansion ,0
461,dead dog ,0
462,will nevertheless find moving . ,1
463,is better ,1
464,gives the film its lingering tug ,1
465,cross-country road trip ,1
466,"arnold is not , nor will he be , back ",0
467,its awkward structure ,0
468,very well ,1
469,assassination ,0
470,"the whole affair , true story or not , feels incredibly hokey ... ( it ) comes off like a hallmark commercial ",0
471,'s horribly wrong ,0
472,", mr. audiard 's direction is fluid and quick . ",1
473,'s something i would rather live in denial about ,0
474,works its way up to merely bad rather than painfully awful ,0
475,dogtown & z-boys evokes the blithe rebel fantasy with the kind of insouciance embedded in the sexy demise of james dean . ,1
476,given a part worthy of her considerable talents ,1
477,"their way around this movie directionless , lacking any of the rollicking dark humor so necessary ",0
478,magic and whimsy ,1
479,rich ,1
480,"irrational , long-suffering but cruel ",0
481,stinks so badly of hard-sell image-mongering ,0
482,"some cute moments , funny scenes , ",1
483,pretty decent ,1
484,fails on its own ,0
485,"an elegant work , ",1
486,a bit of a downer and a little over-dramatic at times ,0
487,an inquisitiveness reminiscent of truffaut ,1
488,quite worth ,1
489,what goes on for the 110 minutes of `` panic room '' ,0
490,very touching ,1
491,as the protagonists struggled ,0
492,lax and limp ,0
493,"( i ) t 's certainly laudable that the movie deals with hot-button issues in a comedic context , but barbershop is n't as funny as it should be ",0
494,shows its indie tatters and self-conscious seams ,0
495,"feels uncomfortably real , its language and locations bearing the unmistakable stamp of authority ",1
496,good to be bad ,1
497,with style and empathy ,1
498,bertrand tavernier 's oft-brilliant safe conduct ( `` laissez-passer '' ) wears its heart on its sleeve ,1
499,gorgeous beaches ,1
500,a heavyweight film that fights a good fight on behalf of the world 's endangered reefs ,1
501,"takes you by the face , strokes your cheeks and coos beseechingly at you : slow down , shake off your tensions and take this picture at its own breezy , distracted rhythms . ",1
502,", there is n't much to it . ",0
503,magnificent jackie chan ,1
504,sheer dumbness ,0
505,are neither original ,0
506,recite some of this laughable dialogue ,0
507,snagged an oscar nomination ,1
508,a florid but ultimately vapid crime melodrama ,0
509,anything fresh ,1
510,dysfunctional ,0
511,"do n't get williams ' usual tear and a smile , just sneers and bile ",0
512,horrible '' and `` terrible ,0
513,classy ,1
514,it 's kidman who holds the film together with a supremely kittenish performance that gradually accumulates more layers . ,1
515,shapeless inconsequential move ,0
516,one oscar nomination for julianne moore this year ,1
517,sordid to function as comedy ,0
518,unifying ,1
519,less than the sum of its underventilated père-fils confrontations ,0
520,instead the director treats us to an aimless hodgepodge ,0
521,quite tasty and ,1
522,it goes awry in the final 30 minutes ,0
523,is a director to watch . ,1
524,"it 's the type of film about growing up that we do n't see often enough these days : realistic , urgent ",1
525,"we hate ( madonna ) within the film 's first five minutes , ",0
526,best special effects ,1
527,"amy and matthew have a bit of a phony relationship , ",0
528,'s the sweet cinderella story ,1
529,"could use a little more humanity , but it never lacks in eye-popping visuals . ",1
530,tick-tock pacing ,0
531,slam-bang extravaganza ,1
532,'s a very valuable film ,1
533,stay for the credits ,1
534,with complicated plotting and banal dialogue ,0
535,a great one ,1
536,"about this silly , outrageous , ingenious thriller ",1
537,who have carved their own comfortable niche in the world ,1
538,guessing plot and an affectionate take on its screwed-up characters ,1
539,"delightfully unpredictable , hilarious ",1
540,entertaining and suggestive ,1
541,a party-hearty teen flick that scalds like acid . ,0
542,war 's ,0
543,foreign culture only ,0
544,about schmidt belongs to nicholson . ,1
545,"any viewer , young or old , ",1
546,"eileen walsh , an engaging , wide-eyed actress whose teeth are a little too big for her mouth , infuses the movie with much of its slender , glinting charm . ",1
547,"the horizons of boredom to the point of collapse , turning into a black hole of dullness , from which no interesting concept can escape ",0
548,the campaign-trail press ,1
549,"the gifted crudup has the perfect face to play a handsome blank yearning to find himself , and ",1
550,that it 's also one of the smartest ,1
551,little room ,0
552,as mindless ,0
553,makes it attractive throughout ,1
554,of the flesh ,1
555,"paul bettany is good at being the ultra-violent gangster wannabe , ",1
556,with pointless extremes ,0
557,it conjures up the intoxicating fumes and emotional ghosts of a freshly painted rembrandt ,1
558,bouncy ,1
559,"flat-out amusing , sometimes endearing and often fabulous , with a solid cast , noteworthy characters , ",1
560,is lightweight filmmaking ,0
561,from the cutting-room floor of any given daytime soap ,0
562,it unexpectedly rewarding ,1
563,'s not a comedic moment in this romantic comedy . ,0
564,"sweet , funny , charming , and ",1
565,overly convenient ,0
566,of social texture and realism ,1
567,"flashy gadgets and whirling fight sequences may look cool , but they ca n't distract from the flawed support structure holding equilibrium up . ",0
568,"its paint fights , motorized scooter chases ",0
569,having sucked dry the undead action flick formula ,0
570,sentimental journey ,1
571,a big-budget/all-star movie ,1
572,that have become a spielberg trademark ,1
573,"twohy knows how to inflate the mundane into the scarifying , and gets full mileage out of the rolling of a stray barrel or the unexpected blast of a phonograph record . ",1
574,"informative , intriguing , observant ",1
575,"wrapped up in the characters , how they make their choices , and why ",1
576,"if you want a movie time trip , the 1960 version is a far smoother ride . ",0
577,"( or role , or edit , or score , or anything , really ) ",0
578,"with or without the sex , a wonderful tale of love and destiny , told well by a master storyteller ",1
579,deadly bore ,0
580,"partly a schmaltzy , by-the-numbers romantic comedy , partly a shallow rumination on the emptiness of success -- and entirely soulless . ",0
581,marked an emerging indian american cinema ,1
582,the film is well-crafted and ,1
583,will find millions of eager fans . ,1
584,but it was n't . ,0
585,a one-of-a-kind tour de force ,1
586,"one of the funniest motion pictures of the year , but ",1
587,pokémon 4ever ,1
588,something clever ,1
589,", poignant and leavened ",1
590,good news ,1
591,"played game of absurd plot twists , idiotic court maneuvers and stupid characters that even freeman ca n't save it ",0
592,with enough sardonic wit ,1
593,"gorgeous , passionate , and at times uncommonly moving ",1
594,night out ,1
595,each one of these people stand out ,1
596,"the year 2002 has conjured up more coming-of-age stories than seem possible , but take care of my cat emerges as the very best of them . ",1
597,splash ,1
598,deep into the girls ' confusion and pain as they struggle tragically to comprehend the chasm of knowledge that 's opened between them ,0
599,"goes a long way toward restoring the luster of the national lampoon film franchise , too long reduced to direct-to-video irrelevancy . ",1
600,"with or without ballast tanks , k-19 sinks to a harrison ford low . ",0
601,watchable up ,1
602,overwhelmed by its lack of purpose that it seeks excitement in manufactured high drama ,0
603,"( less a movie than ) an appalling , odoriferous thing ... so rotten in almost every single facet of production that you 'll want to crawl up your own *** in embarrassment . ",0
604,is half as moving as the filmmakers seem to think . ,0
605,"the stale , standard , connect-the-dots storyline ",0
606,"the idea is more interesting than the screenplay , which lags badly in the middle and lurches between not-very-funny comedy , unconvincing dramatics and some last-minute action strongly reminiscent of run lola run . ",0
607,mediocre fable from burkina faso . ,0
608,fest that 'll put hairs on your chest ,1
609,the year 's greatest adventure ,1
610,anchors the film with his effortless performance and that trademark grin of his -- so perfect for a ballplayer ,1
611,praise ,1
612,"a long , dull procession of despair , set to cello music culled from a minimalist funeral . ",0
613,purgatory county ,0
614,it 's a mindless action flick with a twist -- far better suited to video-viewing than the multiplex . ,0
615,makes up for it with a pleasing verisimilitude ,1
616,tenderly observant of his characters ,1
617,enhance ,1
618,"slow , predictable ",0
